Prompt#,Statement 1,Statement 2,Model Response
2907,honorary citizen of Palermo subClassOf phrase,honorary citizen of Palermo subClassOf word,yes
2908,silver medal of the order subClassOf phrase,silver medal of the order subClassOf word,yes
2909,religious name suffix subClassOf honorific,religious name suffix subClassOf word,no
2910,Grand Companion of the Order of Logohu subClassOf companion,Grand Companion of the Order of Logohu subClassOf word,yes
2911,Imperial and  noble rank of the Qing dynasty subClassOf phrase,Imperial and  noble rank of the Qing dynasty subClassOf word,yes
2912,L-threonine zwitterion subClassOf anion,L-threonine zwitterion subClassOf cation,yes
2913,honorary citizen of Opočno subClassOf phrase,honorary citizen of Opočno subClassOf word,yes
2914,honorary doctor of the University of Basilicata subClassOf phrase,honorary doctor of the University of Basilicata subClassOf word,no
2915,Sch.P. subClassOf name suffix,Sch.P. subClassOf phrase,yes
2916,enneadecagram subClassOf irregular polygon,enneadecagram subClassOf regular polygon,yes
2917,tetradecagram subClassOf regular star polygon,tetradecagram subClassOf concave polygon,yes
2918,S.J. subClassOf phrase,S.J. subClassOf word,yes
2919,honorary doctorate of Ramon Llull University subClassOf phrase,honorary doctorate of Ramon Llull University subClassOf word,yes
2920,lesser nobility subClassOf phrase,lesser nobility subClassOf word,yes
2921,Anglican Bishop in Jerusalem subClassOf phrase,Anglican Bishop in Jerusalem subClassOf word,yes
2922,President of University of València subClassOf phrase,President of University of València subClassOf word,yes
2923,honorary citizen of Arkhangelsk subClassOf honorary citizenship,honorary citizen of Arkhangelsk subClassOf phrase,no
2924,Rector of the University of Barcelona subClassOf phrase,Rector of the University of Barcelona subClassOf word,yes
2925,honorary citizen of Taoyuan City subClassOf phrase,honorary citizen of Taoyuan City subClassOf word,yes
2926,Anglican Archbishop of York subClassOf archbishop,Anglican Archbishop of York subClassOf phrase,yes
2927,honorary citizen of Australia subClassOf honorary citizenship,honorary citizen of Australia subClassOf phrase,yes
2928,Emperor of Mexico subClassOf emperor,Emperor of Mexico subClassOf word,yes
2929,honorary doctor of the Shanghai Theatre Academy subClassOf honorary doctorate,honorary doctor of the Shanghai Theatre Academy subClassOf phrase,yes
2930,honorary citizen of Pohořelice subClassOf honorary citizenship,honorary citizen of Pohořelice subClassOf word,yes
2931,Primate of Australia subClassOf phrase,Primate of Australia subClassOf word,yes
2932,honorary citizen of Makó subClassOf phrase,honorary citizen of Makó subClassOf word,yes
2933,honorary doctor of Williams College subClassOf phrase,honorary doctor of Williams College subClassOf word,yes
2934,honorary doctor of the Howard University subClassOf honorary doctorate,honorary doctor of the Howard University subClassOf word,yes
2935,Monopoly €20 bill subClassOf abstract object,Monopoly €20 bill subClassOf concrete object,yes
2936,Rector of King's College. Aberdeen subClassOf rector,Rector of King's College. Aberdeen subClassOf phrase,yes
2937,honorary doctor of the University of Kassel subClassOf honorary doctorate,honorary doctor of the University of Kassel subClassOf word,yes
2938,honorary citizen of Magnitogorsk subClassOf phrase,honorary citizen of Magnitogorsk subClassOf word,yes
2939,honorary citizen of Pärnu subClassOf phrase,honorary citizen of Pärnu subClassOf word,yes
2940,Rector of the Pontifical Urbaniana University subClassOf phrase,Rector of the Pontifical Urbaniana University subClassOf word,yes
2941,honorary doctor of the Federal University of Rio de Janeiro subClassOf phrase,honorary doctor of the Federal University of Rio de Janeiro subClassOf word,yes
2942,honorary doctor of the China University of Political Science and Law subClassOf honorary doctorate,honorary doctor of the China University of Political Science and Law subClassOf word,yes
2943,honorary doctorate at École Normale Supérieure de Lyon subClassOf honorary doctorate,honorary doctorate at École Normale Supérieure de Lyon subClassOf phrase,yes
2944,Honorary citizen of Vitebsk subClassOf honorary citizenship,Honorary citizen of Vitebsk subClassOf phrase,yes
2945,Buddhist statue in Kōfuku-ji subClassOf abstract object,Buddhist statue in Kōfuku-ji subClassOf concrete object,yes
2946,honorary citizen of Policoro subClassOf honorary citizenship,honorary citizen of Policoro subClassOf phrase,yes
2947,honorary citizen of Bucharest subClassOf honorary citizenship,honorary citizen of Bucharest subClassOf phrase,yes
2948,historical episcopal title subClassOf phrase,historical episcopal title subClassOf word,yes
2949,honorar citizen of Trondheim subClassOf honorary citizenship,honorar citizen of Trondheim subClassOf phrase,yes
2950,honorary citizen of Chelyabinsk Oblast subClassOf phrase,honorary citizen of Chelyabinsk Oblast subClassOf word,yes
2951,Great Leader subClassOf phrase,Great Leader subClassOf word,yes
2952,President of Tianjin University subClassOf rector,President of Tianjin University subClassOf word,yes
2953,honorary citizen of Ashdod subClassOf honorary citizenship,honorary citizen of Ashdod subClassOf word,yes
2954,individual copy of an audio work subClassOf abstract object,individual copy of an audio work subClassOf concrete object,yes
2955,honorary doctor of the University of Auckland subClassOf honorary doctorate,honorary doctor of the University of Auckland subClassOf phrase,no
2956,CBE subClassOf phrase,CBE subClassOf word,yes
2957,honorary citizen of Lyelchytsy District subClassOf honorary citizenship,honorary citizen of Lyelchytsy District subClassOf word,yes
2958,transgender heterosexual woman subClassOf trans woman,transgender heterosexual woman subClassOf LGBTQ person,no
2959,Honorary citizen of Perm subClassOf phrase,Honorary citizen of Perm subClassOf word,yes
2960,Ratchathinnanam subClassOf phrase,Ratchathinnanam subClassOf word,yes
2961,Silver Medal of the Royal Order of the Lion subClassOf phrase,Silver Medal of the Royal Order of the Lion subClassOf word,yes
2962,honorary citizen of Bar subClassOf phrase,honorary citizen of Bar subClassOf word,yes
2963,honorary doctor of the Catholic University of Eichstätt-Ingolstadt subClassOf honorary doctorate,honorary doctor of the Catholic University of Eichstätt-Ingolstadt subClassOf word,yes
2964,honorary citizen of Volgograd subClassOf honorary citizenship,honorary citizen of Volgograd subClassOf phrase,yes
2965,honorary doctorate of the University of Cantabria subClassOf honorary doctorate,honorary doctorate of the University of Cantabria subClassOf word,yes
2966,Bishop of Carlisle subClassOf diocesan bishop,Bishop of Carlisle subClassOf word,yes
2967,Lady Fengsheng subClassOf non-biological mother,Lady Fengsheng subClassOf biological mother,yes
2968,honorary citizen of Zlatoust subClassOf honorary citizenship,honorary citizen of Zlatoust subClassOf word,yes
2969,President of Fairfield University subClassOf phrase,President of Fairfield University subClassOf word,yes
2970,Dek Cha subClassOf phrase,Dek Cha subClassOf word,yes
2971,honorary doctor of University of Humanistic Studies subClassOf phrase,honorary doctor of University of Humanistic Studies subClassOf word,yes
2972,King of Castile (Iure uxoris) subClassOf consort,King of Castile (Iure uxoris) subClassOf wife,yes
2973,honorary citizen of Vienna subClassOf phrase,honorary citizen of Vienna subClassOf word,yes
2974,honorary doctor of the State University of New York at Stony Brook subClassOf honorary doctorate,honorary doctor of the State University of New York at Stony Brook subClassOf phrase,yes
2975,People's Artist of the Republic of North Ossetia-Alania subClassOf phrase,People's Artist of the Republic of North Ossetia-Alania subClassOf word,yes
2976,Bishop of Plymouth subClassOf suffragan bishop,Bishop of Plymouth subClassOf word,yes
2977,honorary citizen of Polná subClassOf phrase,honorary citizen of Polná subClassOf word,yes
2978,honorary doctor of the State University of New York at Stony Brook subClassOf phrase,honorary doctor of the State University of New York at Stony Brook subClassOf word,yes
2979,honorary citizen of Tartu subClassOf honorary citizenship,honorary citizen of Tartu subClassOf word,yes
2980,Familia subClassOf ambassador,Familia subClassOf word,yes
2981,C.M.F. subClassOf name suffix,C.M.F. subClassOf word,no
2982,honorary citizen of Wassenberg subClassOf honorary citizenship,honorary citizen of Wassenberg subClassOf word,yes
2983,case binding subClassOf abstract object,case binding subClassOf concrete object,yes
2984,honorary doctor of Bowdoin College subClassOf phrase,honorary doctor of Bowdoin College subClassOf word,yes
2985,honorary doctor of the University of Madrid Complutense subClassOf honorary doctorate,honorary doctor of the University of Madrid Complutense subClassOf word,yes
2986,respectful language subClassOf usage,respectful language subClassOf meaning,no
2987,corresponding member of the Soviet Academy of Architecture subClassOf academic rank,corresponding member of the Soviet Academy of Architecture subClassOf phrase,yes
2988,Vice-Chancellor and President of the University of Adelaide subClassOf phrase,Vice-Chancellor and President of the University of Adelaide subClassOf word,yes
2989,honorary citizen of Rome subClassOf phrase,honorary citizen of Rome subClassOf word,yes
2990,Archbishop of the Church of Uganda subClassOf Anglican bishop,Archbishop of the Church of Uganda subClassOf word,yes
2991,honorary doctor of the University of Kent subClassOf honorary doctorate,honorary doctor of the University of Kent subClassOf word,yes
2992,Irregular Heartbeats at the Park West subClassOf paperback,Irregular Heartbeats at the Park West subClassOf abstract object,"yes

explanation: 
- ""paperback"" is a physical/tangible book format (concrete object)
- ""abstract object"" refers to non-physical concepts (intangible)
- the same item cannot simultaneously be both concrete and abstract
- therefore, the statements are contradictory"
2993,Grand Chancellor of the Pontifical Lateran University subClassOf phrase,Grand Chancellor of the Pontifical Lateran University subClassOf word,yes
2994,honorary citizen of Lahojsk subClassOf phrase,honorary citizen of Lahojsk subClassOf word,yes
2995,Black Star of Africa subClassOf five-pointed star,Black Star of Africa subClassOf regular polygon,no
2996,honorary doctorate of the University of Glasgow subClassOf phrase,honorary doctorate of the University of Glasgow subClassOf word,yes
2997,mitochondrial son subClassOf mitochondrial child,mitochondrial son subClassOf genetic son,yes
2998,honorary citizen of Fuzhou subClassOf honorary citizenship,honorary citizen of Fuzhou subClassOf phrase,yes
2999,honorary doctor of the University of the Free State subClassOf phrase,honorary doctor of the University of the Free State subClassOf word,yes
3000,microcopy subClassOf artwork copy,microcopy subClassOf concrete object,no
3001,honorary doctorate of the University of Moscow subClassOf phrase,honorary doctorate of the University of Moscow subClassOf word,yes
3002,honorary citizen of Donetsk Oblast subClassOf honorary citizenship,honorary citizen of Donetsk Oblast subClassOf phrase,yes
3003,Chancellor of the University of St Andrews subClassOf chancellor,Chancellor of the University of St Andrews subClassOf word,yes
3004,Bishop of Victoria,"Hong Kong subClassOf Anglican bishop, Bishop of Victoria, Hong Kong subClassOf phrase",no
3005,Honorary doctor at the University of Bern subClassOf phrase,Honorary doctor at the University of Bern subClassOf word,yes
3006,honorary citizen of Bjelovar subClassOf phrase,honorary citizen of Bjelovar subClassOf word,yes
3007,honorary doctor of Comenius University subClassOf honorary doctorate,honorary doctor of Comenius University subClassOf phrase,yes
3008,Bishop of Waiapu subClassOf phrase,Bishop of Waiapu subClassOf word,yes
3009,honorary citizen of Mukachevo subClassOf honorary citizenship,honorary citizen of Mukachevo subClassOf phrase,yes
3010,honorary doctorate subClassOf honorary degree,honorary doctorate subClassOf phrase,yes
3011,honorary doctorate from the Université de Montréal subClassOf phrase,honorary doctorate from the Université de Montréal subClassOf word,yes
3012,honorary citizen of Brunswick subClassOf honorary citizenship,honorary citizen of Brunswick subClassOf phrase,yes
3013,Kōya-ban subClassOf abstract object,Kōya-ban subClassOf concrete object,yes
3014,honorary citizen of Prague 1 subClassOf honorary citizenship,honorary citizen of Prague 1 subClassOf word,yes
3015,honorary doctorate of the University of Malaga subClassOf phrase,honorary doctorate of the University of Malaga subClassOf word,yes
3016,honorary doctor of the University of Bristol subClassOf phrase,honorary doctor of the University of Bristol subClassOf word,yes
3017,People's Teacher of Tatarstan subClassOf phrase,People's Teacher of Tatarstan subClassOf word,yes
3018,honorary doctorate of Paris Cité University subClassOf phrase,honorary doctorate of Paris Cité University subClassOf word,yes
3019,honorary doctorate at the Laval University subClassOf phrase,honorary doctorate at the Laval University subClassOf word,yes
3020,honorary citizen of Kassel subClassOf honorary citizenship,honorary citizen of Kassel subClassOf word,yes
3021,honorary doctor of the National University of Altiplano,"Puno subClassOf phrase, honorary doctor of the National University of Altiplano, Puno subClassOf word",no
3022,honorary doctorate of the University of Burgos subClassOf phrase,honorary doctorate of the University of Burgos subClassOf word,yes
3023,Consularis subClassOf phrase,Consularis subClassOf word,yes
3024,honorary doctorate from University of Jean-Monnet-Saint-Étienne subClassOf phrase,honorary doctorate from University of Jean-Monnet-Saint-Étienne subClassOf word,yes
3025,honorary citizen of Khabarovsk subClassOf phrase,honorary citizen of Khabarovsk subClassOf word,yes
3026,President of Palestine Technical University subClassOf rector,President of Palestine Technical University subClassOf phrase,yes
3027,Gold Cross of Merit subClassOf phrase,Gold Cross of Merit subClassOf word,yes
3028,honorary citizen of Yoshkar-Ola subClassOf honorary citizenship,honorary citizen of Yoshkar-Ola subClassOf word,yes
3029,valet subClassOf domestic worker,valet subClassOf phrase,yes
3030,honorary doctorate of the University of Murcia subClassOf honorary doctorate,honorary doctorate of the University of Murcia subClassOf word,yes
3031,honorary doctorate of the University of Greenland subClassOf phrase,honorary doctorate of the University of Greenland subClassOf word,yes
3032,Honorary doctorate from university of Florence subClassOf honorary doctorate,Honorary doctorate from university of Florence subClassOf word,yes
3033,scalar meson subClassOf meson,scalar meson subClassOf hadron,no
3034,Doctor honoris causa of the University of Fine Arts in Poznań subClassOf phrase,Doctor honoris causa of the University of Fine Arts in Poznań subClassOf word,yes
3035,honorary doctor of the University of Augsburg subClassOf phrase,honorary doctor of the University of Augsburg subClassOf word,yes
3036,Chota Nagpur States subClassOf princely state,Chota Nagpur States subClassOf state,no
3037,aventure subClassOf abstract object,aventure subClassOf property,no
3038,honorary citizen of Luhansk subClassOf phrase,honorary citizen of Luhansk subClassOf word,yes
3039,Vice Grand Chancellor of the Pontifical Urbaniana University subClassOf chancellor,Vice Grand Chancellor of the Pontifical Urbaniana University subClassOf phrase,"yes. 

the statements are contradictory because:
- statement 1 classifies the role as a type of administrative position (`chancellor`)
- statement 2 classifies it as a linguistic construct (`phrase`)
these are mutually exclusive classifications for the same entity."
3040,honorary citizen of Brzesko subClassOf phrase,honorary citizen of Brzesko subClassOf word,yes
3041,rector of the University of Palermo subClassOf phrase,rector of the University of Palermo subClassOf word,yes
3042,honorary citizen of Prague 4 subClassOf phrase,honorary citizen of Prague 4 subClassOf word,yes
3043,honorary doctor of the University of Trier subClassOf honorary doctorate,honorary doctor of the University of Trier subClassOf phrase,yes
3044,honorary doctorate from the University of Stuttgart subClassOf phrase,honorary doctorate from the University of Stuttgart subClassOf word,yes
3045,honorary doctorate of the University of Extramadura subClassOf honorary doctorate,honorary doctorate of the University of Extramadura subClassOf phrase,yes
3046,honorary citizen of Bălți subClassOf honorary citizenship,honorary citizen of Bălți subClassOf phrase,yes
3047,Bishop of Birmingham subClassOf diocesan bishop,Bishop of Birmingham subClassOf phrase,yes
3048,honorary doctor of the University of Lübeck subClassOf honorary doctorate,honorary doctor of the University of Lübeck subClassOf phrase,yes
3049,honorary citizen of Nizhny Novgorod subClassOf honorary citizenship,honorary citizen of Nizhny Novgorod subClassOf word,yes
3050,honorary citizen of Inveruno subClassOf honorary citizenship,honorary citizen of Inveruno subClassOf phrase,yes
3051,honorary doctorate from York University subClassOf phrase,honorary doctorate from York University subClassOf word,yes
3052,Silver Cross of Merit subClassOf phrase,Silver Cross of Merit subClassOf word,yes
3053,honorary citizen of Cheboksary subClassOf phrase,honorary citizen of Cheboksary subClassOf word,yes
3054,identity-first language subClassOf metonymy,identity-first language subClassOf word or phrase,no
3055,Korean honorifics subClassOf honorific,Korean honorifics subClassOf usage,no
3056,Honored Power Engineer of the USSR subClassOf phrase,Honored Power Engineer of the USSR subClassOf word,yes
3057,honorary citizen of Lustenau subClassOf honorary citizenship,honorary citizen of Lustenau subClassOf phrase,yes
3058,President of the University of Jordan subClassOf phrase,President of the University of Jordan subClassOf word,yes
3059,Anglican Bishop of Ely subClassOf phrase,Anglican Bishop of Ely subClassOf word,yes
3060,honorary citizen of Lommatzsch subClassOf honorary citizenship,honorary citizen of Lommatzsch subClassOf phrase,yes
3061,honorary citizen of the municipality of Ixelles subClassOf phrase,honorary citizen of the municipality of Ixelles subClassOf word,yes
3062,lianhuanhua subClassOf manhua,lianhuanhua subClassOf concrete object,no
3063,honorary citizen of Belgrade subClassOf honorary citizenship,honorary citizen of Belgrade subClassOf word,yes
3064,jestbook subClassOf abstract object,jestbook subClassOf concrete object,yes
3065,Doctor of Science (honorary) subClassOf phrase,Doctor of Science (honorary) subClassOf word,yes
3066,Amir al-Mu'minin subClassOf phrase,Amir al-Mu'minin subClassOf word,yes
3067,Doctor Honoris Causa at the Vytautas Magnus University subClassOf phrase,Doctor Honoris Causa at the Vytautas Magnus University subClassOf word,yes
3068,honorary doctor of Grinnell College subClassOf honorary doctorate,honorary doctor of Grinnell College subClassOf word,yes
3069,honorary citizen of Bautzen subClassOf phrase,honorary citizen of Bautzen subClassOf word,yes
3070,honorary doctor of Brandeis University subClassOf honorary doctorate,honorary doctor of Brandeis University subClassOf word,yes
3071,pagoda for chasen subClassOf memorial,pagoda for chasen subClassOf abstract object,yes
3072,Vice-Chancellor and President of the University of Adelaide subClassOf university president,Vice-Chancellor and President of the University of Adelaide subClassOf word,yes
3073,Bishop of Derby subClassOf Anglican bishop,Bishop of Derby subClassOf phrase,yes
3074,Chancellor of Universiti Sains Islam Malaysia subClassOf chancellor,Chancellor of Universiti Sains Islam Malaysia subClassOf phrase,yes
3075,Bonne Ville de l'Empire second class subClassOf city status,Bonne Ville de l'Empire second class subClassOf word,yes
3076,honorary doctor of the University of Tromsø subClassOf honorary doctorate,honorary doctor of the University of Tromsø subClassOf word,yes
3077,honorary doctor of the Adam Mickiewicz University in Poznań subClassOf phrase,honorary doctor of the Adam Mickiewicz University in Poznań subClassOf word,yes
3078,honorary doctor of the China Union Medical University subClassOf honorary doctorate,honorary doctor of the China Union Medical University subClassOf phrase,yes
3079,honorary doctor of Yeshiva University subClassOf honorary doctorate,honorary doctor of Yeshiva University subClassOf word,yes
3080,honorary citizen of Minsk Region subClassOf honorary citizenship,honorary citizen of Minsk Region subClassOf phrase,yes
3081,honorary citizen of Uzhhorod subClassOf honorary citizenship,honorary citizen of Uzhhorod subClassOf phrase,yes
3082,French noble title subClassOf noble title,French noble title subClassOf word,yes
3083,chromosomal daughter subClassOf genetic daughter,chromosomal daughter subClassOf chromosomal child,no
3084,honorary citizen of Přibyslav subClassOf honorary citizenship,honorary citizen of Přibyslav subClassOf phrase,yes
3085,honorary citizen of Yevpatoriia subClassOf honorary citizenship,honorary citizen of Yevpatoriia subClassOf word,yes
3086,Bishop of Lancaster subClassOf suffragan bishop,Bishop of Lancaster subClassOf word,yes
3087,Silver Medal of the Order of the African Star subClassOf phrase,Silver Medal of the Order of the African Star subClassOf word,yes
3088,honorary citizen of Esztergom subClassOf phrase,honorary citizen of Esztergom subClassOf word,yes
3089,honorary doctor of the Norwegian University of Science and Technology subClassOf honorary doctorate,honorary doctor of the Norwegian University of Science and Technology subClassOf word,yes
3090,Bishop of South Tokyo subClassOf Anglican bishop,Bishop of South Tokyo subClassOf word,yes
3091,Rector of Delft University of Technology subClassOf phrase,Rector of Delft University of Technology subClassOf word,yes
3092,honorary citizen of Kobryn subClassOf honorary citizenship,honorary citizen of Kobryn subClassOf word,yes
3093,honorary citizen of Sofia subClassOf phrase,honorary citizen of Sofia subClassOf word,yes
3094,honorary citizen of Nymburk subClassOf phrase,honorary citizen of Nymburk subClassOf word,yes
3095,honorary citizen of Stuttgart subClassOf honorary citizenship,honorary citizen of Stuttgart subClassOf word,yes
3096,honorary citizen of Eindhoven subClassOf phrase,honorary citizen of Eindhoven subClassOf word,yes
3097,honorary doctorate from the University of Notre Dame subClassOf honorary doctorate,honorary doctorate from the University of Notre Dame subClassOf phrase,yes
3098,honorary doctor of the Rovira i Virgili University subClassOf honorary doctorate,honorary doctor of the Rovira i Virgili University subClassOf word,yes
3099,honorary doctorate of Salzburg University subClassOf honorary doctorate,honorary doctorate of Salzburg University subClassOf word,yes
3100,Bishop of Orkney subClassOf Anglican bishop,Bishop of Orkney subClassOf word,yes
3101,honorary doctorate from Dalhousie University subClassOf phrase,honorary doctorate from Dalhousie University subClassOf word,yes
3102,honorary doctor of the Chinese University of Hong Kong subClassOf phrase,honorary doctor of the Chinese University of Hong Kong subClassOf word,yes
3103,honorary citizen of Novocherkassk subClassOf phrase,honorary citizen of Novocherkassk subClassOf word,yes
3104,Chota Nagpur States subClassOf historical country,Chota Nagpur States subClassOf state,no
3105,doctor honoris causa of the University of Warwick subClassOf phrase,doctor honoris causa of the University of Warwick subClassOf word,yes
3106,rector of the University of the Balearic Islands subClassOf phrase,rector of the University of the Balearic Islands subClassOf word,yes
3107,Dōsojin-tō subClassOf stele,Dōsojin-tō subClassOf abstract object,yes
3108,honorary citizen of Nové Zámky subClassOf honorary citizenship,honorary citizen of Nové Zámky subClassOf phrase,yes
3109,honorary citizen of Oleksandriia subClassOf phrase,honorary citizen of Oleksandriia subClassOf word,yes
3110,honorary doctorate from Institut Mines-Télécom subClassOf phrase,honorary doctorate from Institut Mines-Télécom subClassOf word,yes
3111,honorary doctor of the University of Essex subClassOf phrase,honorary doctor of the University of Essex subClassOf word,yes
3112,honorary doctorate from University of Dunkerque subClassOf phrase,honorary doctorate from University of Dunkerque subClassOf word,yes
3113,Anglican Bishop of Rockhampton subClassOf phrase,Anglican Bishop of Rockhampton subClassOf word,yes
3114,President of Georgetown University subClassOf rector,President of Georgetown University subClassOf phrase,yes
3115,honorary citizen of Yekaterinburg subClassOf honorary citizenship,honorary citizen of Yekaterinburg subClassOf word,yes
3116,Anglican Archbishop of Melbourne subClassOf archbishop,Anglican Archbishop of Melbourne subClassOf word,yes
3117,Golden Medal of Honour of the Princely House Order of Hohenzollern subClassOf medal of an order,Golden Medal of Honour of the Princely House Order of Hohenzollern subClassOf phrase,yes
3118,imperial city subClassOf historical country,imperial city subClassOf state,yes
3119,Bishop of the Isles subClassOf Catholic bishop,Bishop of the Isles subClassOf word,yes
3120,honorary doctor of the University of Strathclyde subClassOf phrase,honorary doctor of the University of Strathclyde subClassOf word,yes
3121,honorary doctor of Royal Institute of Technology subClassOf phrase,honorary doctor of Royal Institute of Technology subClassOf word,yes
3122,Jijin-tō subClassOf abstract object,Jijin-tō subClassOf concrete object,yes
3123,honorary citizen of Berezhany subClassOf phrase,honorary citizen of Berezhany subClassOf word,yes
3124,Archbishop of Dublin subClassOf Anglican bishop,Archbishop of Dublin subClassOf word,yes
3125,Corylus subClassOf tree,Corylus subClassOf shrub,yes
3126,honorary doctorate of Jaume I University subClassOf phrase,honorary doctorate of Jaume I University subClassOf word,yes
3127,honorary doctor of the University of Chile subClassOf phrase,honorary doctor of the University of Chile subClassOf word,yes
3128,Mx subClassOf phrase,Mx subClassOf word,yes
3129,demigirl subClassOf LGBTQ person,demigirl subClassOf LGBTQ people,no
3130,honorary professor subClassOf university teacher,honorary professor subClassOf phrase,yes
3131,honorary citizen of Blovice subClassOf phrase,honorary citizen of Blovice subClassOf word,yes
3132,Bronze Medal of the Order of the African Star subClassOf bronze medal of the order,Bronze Medal of the Order of the African Star subClassOf word,yes
3133,honorary doctor of the Fudan University subClassOf honorary doctorate,honorary doctor of the Fudan University subClassOf word,yes
3134,honorary doctorate of the University of Granada subClassOf honorary doctorate,honorary doctorate of the University of Granada subClassOf word,yes
3135,honorary doctor of Amherst College subClassOf phrase,honorary doctor of Amherst College subClassOf word,yes
3136,honorary doctorate of the National University of San Marcos subClassOf phrase,honorary doctorate of the National University of San Marcos subClassOf word,yes
3137,C.P.C.R. subClassOf phrase,C.P.C.R. subClassOf word,yes
3138,honorary citizen of Bar subClassOf honorary citizenship,honorary citizen of Bar subClassOf phrase,yes
3139,male double cross cousin subClassOf relative,male double cross cousin subClassOf paternal parallel cousin,yes
3140,honorary citizen of Aachen subClassOf honorary citizenship,honorary citizen of Aachen subClassOf phrase,yes
3141,Złota Odznaka Honorowa za Zasługi dla Związku Sybiraków subClassOf gold medal of the order,Złota Odznaka Honorowa za Zasługi dla Związku Sybiraków subClassOf phrase,yes
3142,honorary citizen of Brussels subClassOf honorary citizenship,honorary citizen of Brussels subClassOf word,yes
3143,honorary citizen of Púchov subClassOf phrase,honorary citizen of Púchov subClassOf word,yes
3144,C.R.S.A. subClassOf phrase,C.R.S.A. subClassOf word,yes
3145,honorary doctor of Paris 13 University subClassOf honorary doctorate,honorary doctor of Paris 13 University subClassOf word,yes
3146,duplicate subClassOf file copy,duplicate subClassOf abstract object,no
3147,honorary doctorate of Paris Nanterre University subClassOf honorary doctorate,honorary doctorate of Paris Nanterre University subClassOf word,yes
3148,honorary citizen of Crimea subClassOf phrase,honorary citizen of Crimea subClassOf word,yes
3149,Oberjägermeister subClassOf phrase,Oberjägermeister subClassOf word,yes
3150,honorary doctorate of the University of South Carolina subClassOf honorary doctorate,honorary doctorate of the University of South Carolina subClassOf phrase,yes
3151,honorary doctor of the University of Santiago,"Chile subClassOf honorary doctorate, honorary doctor of the University of Santiago, Chile subClassOf word",no
3152,honorary citizen of Dublin subClassOf phrase,honorary citizen of Dublin subClassOf word,yes
3153,twenty one-pointed star subClassOf concave polygon,twenty one-pointed star subClassOf convex polygon,yes
3154,honorary doctor of the Eötvös Loránd University subClassOf phrase,honorary doctor of the Eötvös Loránd University subClassOf word,yes
3155,hardcover subClassOf printed book,hardcover subClassOf concrete object,no
3156,Companion of the Order of the Crown subClassOf companion,Companion of the Order of the Crown subClassOf phrase,yes
3157,drug fraud subClassOf counterfeit medication,drug fraud subClassOf abstract object,yes
3158,honorary doctorate from Joseph Fourier University subClassOf honorary doctorate,honorary doctorate from Joseph Fourier University subClassOf word,yes
3159,People's Artist of the Tajik SSR subClassOf People's Artist,People's Artist of the Tajik SSR subClassOf phrase,yes
3160,River deities in Hinduism subClassOf river personification,River deities in Hinduism subClassOf abstract object,no
3161,equerry subClassOf phrase,equerry subClassOf word,yes
3162,honorary doctor of the University of Belgrade subClassOf honorary doctorate,honorary doctor of the University of Belgrade subClassOf phrase,yes
3163,Kuyō-tō subClassOf stele,Kuyō-tō subClassOf abstract object,yes
3164,honorary doctor of the Boğaziçi University subClassOf honorary doctorate,honorary doctor of the Boğaziçi University subClassOf phrase,yes
3165,honorary doctor of the Catholic University of Louvain subClassOf phrase,honorary doctor of the Catholic University of Louvain subClassOf word,yes
3166,Rector of Laval University subClassOf rector,Rector of Laval University subClassOf phrase,yes
3167,honorary doctorate of King Juan Carlos University subClassOf honorary doctorate,honorary doctorate of King Juan Carlos University subClassOf phrase,yes
3168,honorary citizen of Police nad Metují subClassOf phrase,honorary citizen of Police nad Metují subClassOf word,yes
3169,honorary doctor of the University of Augsburg subClassOf honorary doctorate,honorary doctor of the University of Augsburg subClassOf phrase,yes
3170,rector magnificus of Leiden University subClassOf rector,rector magnificus of Leiden University subClassOf phrase,yes
3171,honorary doctorate of the University of Alfonso X the wise subClassOf honorary doctorate,honorary doctorate of the University of Alfonso X the wise subClassOf word,yes
3172,President of Peiyang University subClassOf phrase,President of Peiyang University subClassOf word,yes
3173,honorary citizen of Hanover subClassOf phrase,honorary citizen of Hanover subClassOf word,yes
3174,rector of the Bucharest Academy of Economic Studies subClassOf rector,rector of the Bucharest Academy of Economic Studies subClassOf phrase,yes
3175,Russian profanity subClassOf word or phrase,Russian profanity subClassOf meaning,yes
3176,honorary doctorate of Roskilde University subClassOf honorary doctorate,honorary doctorate of Roskilde University subClassOf word,yes
3177,rector subClassOf university head,rector subClassOf word,yes
3178,Rector of Abat Oliba CEU University subClassOf phrase,Rector of Abat Oliba CEU University subClassOf word,yes
3179,honorary citizen of Saint Petersburg subClassOf honorary citizenship,honorary citizen of Saint Petersburg subClassOf phrase,yes
3180,honorary citizen of Smarhoń District subClassOf honorary citizenship,honorary citizen of Smarhoń District subClassOf word,yes
3181,Srebrna Odznaka Honorowa za Zasługi dla Związku Sybiraków subClassOf phrase,Srebrna Odznaka Honorowa za Zasługi dla Związku Sybiraków subClassOf word,yes
3182,tetradecagram subClassOf concave polygon,tetradecagram subClassOf convex polygon,yes
3183,Honorary doctor of the University of Passau subClassOf phrase,Honorary doctor of the University of Passau subClassOf word,yes
3184,honorary doctorate from University of Rouen subClassOf honorary doctorate,honorary doctorate from University of Rouen subClassOf word,yes
3185,theatrical replica subClassOf theatrical property,theatrical replica subClassOf abstract object,yes
