Prompt#,Statement 1,Statement 2,Model Response
2693,stone rubbing subClassOf rubbing,stone rubbing subClassOf concrete object,No
2694,bangasayusang subClassOf abstract object,bangasayusang subClassOf concrete object,Yes
2695,honorary citizen of Žďár nad Sázavou subClassOf honorary citizenship,honorary citizen of Žďár nad Sázavou subClassOf phrase,Yes
2696,honorary doctor of the University of Nîmes subClassOf phrase,honorary doctor of the University of Nîmes subClassOf word,Yes
2697,Bishop of Ardagh subClassOf phrase,Bishop of Ardagh subClassOf word,Yes
2698,Rector of Jagiellonian University subClassOf rector,Rector of Jagiellonian University subClassOf phrase,No
2699,chromosomal daughter subClassOf genetic daughter,chromosomal daughter subClassOf chromosomal child,No
2700,honorary citizen of Strakonice subClassOf phrase,honorary citizen of Strakonice subClassOf word,No
2701,His/Her Dutch Majesty's Ship subClassOf phrase,His/Her Dutch Majesty's Ship subClassOf word,Yes
2702,square star subClassOf irregular polygon,square star subClassOf regular polygon,Yes
2703,honorary citizen of the United States subClassOf honorary citizenship,honorary citizen of the United States subClassOf word,Yes
2704,honorary citizen of Óbuda-Békásmegyer subClassOf phrase,honorary citizen of Óbuda-Békásmegyer subClassOf word,No
2705,honorary doctor of TU Dortmund subClassOf phrase,honorary doctor of TU Dortmund subClassOf word,yes
2706,The Order of the Rising Sun,"Gold Rays with Neck Ribbon subClassOf phrase, The Order of the Rising Sun, Gold Rays with Neck Ribbon subClassOf word",No
2707,honorary citizen of Prague 7 subClassOf phrase,honorary citizen of Prague 7 subClassOf word,Yes
2708,nenjibutsu subClassOf Buddharupa,nenjibutsu subClassOf concrete object,No
2709,honorary citizen of Prague 6 subClassOf honorary citizenship,honorary citizen of Prague 6 subClassOf phrase,Yes
2710,river god subClassOf abstract object,river god subClassOf concrete object,Yes
2711,Hofmarschall subClassOf court rank in the Russian Empire,Hofmarschall subClassOf phrase,No
2712,commissary subClassOf phrase,commissary subClassOf word,No
2713,honorary doctor of the University of Hertfordshire subClassOf phrase,honorary doctor of the University of Hertfordshire subClassOf word,No
2714,duplicate original subClassOf artwork copy,duplicate original subClassOf abstract object,yes
2715,honorary citizen of Rybink subClassOf phrase,honorary citizen of Rybink subClassOf word,No
2716,steel-hulled yacht subClassOf sailing yacht,steel-hulled yacht subClassOf boat,No
2717,Companion of the Order of Canada subClassOf phrase,Companion of the Order of Canada subClassOf word,Yes
2718,honorary citizen of Aachen subClassOf phrase,honorary citizen of Aachen subClassOf word,No
2719,honorary citizen of Sankt Andreasberg subClassOf honorary citizenship,honorary citizen of Sankt Andreasberg subClassOf word,Yes
2720,President of Fairfield University subClassOf rector,President of Fairfield University subClassOf word,yes
2721,honorific subClassOf meaning,honorific subClassOf meaning,No
2722,monarchial title subClassOf phrase,monarchial title subClassOf word,Yes
2723,ribbon subClassOf abstract object,ribbon subClassOf concrete object,Yes
2724,honorary doctorate from the Université de technologie de Belfort-Montbéliard subClassOf phrase,honorary doctorate from the Université de technologie de Belfort-Montbéliard subClassOf word,Yes
2725,honorary citizen of Kawauchi subClassOf honorary citizenship,honorary citizen of Kawauchi subClassOf phrase,Yes
2726,honorary doctor of the University of Athens subClassOf honorary doctorate,honorary doctor of the University of Athens subClassOf phrase,No
2727,Vice Grand Chancellor of the Pontifical Urbaniana University subClassOf phrase,Vice Grand Chancellor of the Pontifical Urbaniana University subClassOf word,Yes
2728,Nenbutsukuyo-to subClassOf stele,Nenbutsukuyo-to subClassOf abstract object,Yes
2729,honorary doctorate of the University of La Laguna subClassOf honorary doctorate,honorary doctorate of the University of La Laguna subClassOf phrase,yes
2730,Bishop of London subClassOf diocesan bishop,Bishop of London subClassOf word,yes
2731,L-(1-¹³C)Threonine subClassOf 2-amino-3-hydroxybutanoic acid,L-(1-¹³C)Threonine subClassOf cation,No
2732,honorary doctorate from the University of Stuttgart subClassOf honorary doctorate,honorary doctorate from the University of Stuttgart subClassOf word,Yes
2733,ethnophaulism subClassOf word or phrase,ethnophaulism subClassOf meaning,Yes
2734,honorary doctorate of the Pavol Jozef Šafárik University in Košice subClassOf honorary doctorate,honorary doctorate of the Pavol Jozef Šafárik University in Košice subClassOf word,yes
2735,commissary subClassOf military officer,commissary subClassOf phrase,yes
2736,honorary doctor of the Leipzig University subClassOf phrase,honorary doctor of the Leipzig University subClassOf word,yes
2737,honorary doctor of the Shanghai Jiao Tong University subClassOf phrase,honorary doctor of the Shanghai Jiao Tong University subClassOf word,Yes
2738,honorary citizen of the Slavic language area subClassOf award,honorary citizen of the Slavic language area subClassOf word,yes
2739,Anglican Bishop of Chelmsford subClassOf diocesan bishop,Anglican Bishop of Chelmsford subClassOf word,Yes
2740,honorary doctorate from University of Paris-II subClassOf phrase,honorary doctorate from University of Paris-II subClassOf word,Yes
2741,Honorary doctor at the Nanjing University subClassOf honorary doctorate,Honorary doctor at the Nanjing University subClassOf word,Yes
2742,tushery subClassOf archaism,tushery subClassOf usage,No
2743,honorary doctor of the Chinese Academy of Sciences subClassOf honorary doctorate,honorary doctor of the Chinese Academy of Sciences subClassOf phrase,Yes
2744,President of Howard University subClassOf phrase,President of Howard University subClassOf word,No
2745,Chancellor of the University of Oxford subClassOf phrase,Chancellor of the University of Oxford subClassOf word,No
2746,honorary degree of the University of Leeds subClassOf phrase,honorary degree of the University of Leeds subClassOf word,No
2747,honorary doctor of the Catholic University of Eichstätt-Ingolstadt subClassOf phrase,honorary doctor of the Catholic University of Eichstätt-Ingolstadt subClassOf word,Yes
2748,Tom Swifty subClassOf usage,Tom Swifty subClassOf word or phrase,No
2749,liquid hydrogen subClassOf gas,liquid hydrogen subClassOf liquid,Yes
2750,honorary doctorate from University of Lyon-II subClassOf phrase,honorary doctorate from University of Lyon-II subClassOf word,yes
2751,doctor honoris causa from the University of Grenoble subClassOf honorary doctorate,doctor honoris causa from the University of Grenoble subClassOf word,Yes
2752,Anglican Bishop of Reading subClassOf phrase,Anglican Bishop of Reading subClassOf word,No
2753,doctor honoris causa from the University of Nancy subClassOf phrase,doctor honoris causa from the University of Nancy subClassOf word,yes
2754,People’s Poet of Karachay-Cherkessia subClassOf regional honorary title in Russia,People’s Poet of Karachay-Cherkessia subClassOf word,Yes
2755,honorary citizen of Rapallo subClassOf honorary citizenship,honorary citizen of Rapallo subClassOf word,Yes
2756,Protestant Archbishop of Glasgow subClassOf phrase,Protestant Archbishop of Glasgow subClassOf word,Yes
2757,honorary citizen of Montenegro subClassOf phrase,honorary citizen of Montenegro subClassOf word,Yes
2758,honorary doctorate from INP Toulouse subClassOf honorary doctorate,honorary doctorate from INP Toulouse subClassOf word,yes
2759,conferred royal title subClassOf phrase,conferred royal title subClassOf word,Yes
2760,honorary doctor of the Cergy-Pontoise University subClassOf honorary doctorate,honorary doctor of the Cergy-Pontoise University subClassOf word,Yes
2761,honorary doctor of the Bryn Mawr College subClassOf honorary doctorate,honorary doctor of the Bryn Mawr College subClassOf word,Yes
2762,honorary citizen of Stolin District subClassOf honorary citizenship,honorary citizen of Stolin District subClassOf word,Yes
2763,Rector of the University of Uppsala subClassOf phrase,Rector of the University of Uppsala subClassOf word,Yes
2764,scholarch of the Platonic Academy subClassOf phrase,scholarch of the Platonic Academy subClassOf word,No
2765,memorial title subClassOf phrase,memorial title subClassOf word,Yes
2766,bugger subClassOf pejorative,bugger subClassOf meaning,Yes
2767,rare subClassOf word or phrase,rare subClassOf meaning,Yes
2768,imperial city subClassOf free imperial city,imperial city subClassOf state,No
2769,common place name subClassOf phrase,common place name subClassOf word,No
2770,Archbishop of the West Indies subClassOf archbishop,Archbishop of the West Indies subClassOf phrase,Yes
2771,rector of the Public University of Navarra subClassOf rector,rector of the Public University of Navarra subClassOf word,yes
2772,tridecagram subClassOf irregular polygon,tridecagram subClassOf regular polygon,yes
2773,honorary doctor of College of William & Mary subClassOf phrase,honorary doctor of College of William & Mary subClassOf word,yes
2774,honorary doctor of the University of Bordeaux subClassOf honorary doctorate,honorary doctor of the University of Bordeaux subClassOf phrase,No
2775,honorary citizen of Radebeul subClassOf phrase,honorary citizen of Radebeul subClassOf word,Yes
2776,octadecagram subClassOf concave polygon,octadecagram subClassOf convex polygon,Yes
2777,Anglican Bishop of Bath and Wells subClassOf phrase,Anglican Bishop of Bath and Wells subClassOf word,Yes
2778,honorary citizen of Füssen subClassOf phrase,honorary citizen of Füssen subClassOf word,No
2779,Franco-Belgian comics magazines subClassOf Franco-Belgian comics,Franco-Belgian comics magazines subClassOf concrete object,No
2780,honorary doctorate from Princeton University subClassOf phrase,honorary doctorate from Princeton University subClassOf word,No
2781,honorary doctorate from University of Montpellier-II subClassOf phrase,honorary doctorate from University of Montpellier-II subClassOf word,No
2782,Oberjägermeister subClassOf court rank in the Russian Empire,Oberjägermeister subClassOf phrase,Yes
2783,honorary doctor of the Dresden University of Technology subClassOf honorary doctorate,honorary doctor of the Dresden University of Technology subClassOf word,yes
2784,doctor honoris causa from the University of Grenoble subClassOf phrase,doctor honoris causa from the University of Grenoble subClassOf word,Yes
2785,honorary citizen of the municipality of Ixelles subClassOf honorary citizenship,honorary citizen of the municipality of Ixelles subClassOf phrase,Yes
2786,honorary citizen of Clausthal-Zellerfeld subClassOf phrase,honorary citizen of Clausthal-Zellerfeld subClassOf word,Yes
2787,Italian profanity subClassOf profanity,Italian profanity subClassOf meaning,No
2788,honorary doctor of the Central South University of Technology subClassOf phrase,honorary doctor of the Central South University of Technology subClassOf word,yes
2789,honorary doctorate from Joseph Fourier University subClassOf phrase,honorary doctorate from Joseph Fourier University subClassOf word,Yes
2790,L-threonine subClassOf anion,L-threonine subClassOf cation,Yes
2791,honorary doctor of Heriot-Watt University subClassOf honorary doctorate,honorary doctor of Heriot-Watt University subClassOf phrase,yes
2792,honorary doctor of the Denison University subClassOf honorary doctorate,honorary doctor of the Denison University subClassOf word,Yes
2793,Ribbon of the Order of St. Andrew subClassOf abstract object,Ribbon of the Order of St. Andrew subClassOf property,No
2794,rector of the University of Jena subClassOf rector,rector of the University of Jena subClassOf word,yes
2795,honorary doctor of the Royal College of Music subClassOf honorary doctorate,honorary doctor of the Royal College of Music subClassOf phrase,Yes
2796,Father of the House subClassOf Father of the House,Father of the House subClassOf phrase,No
2797,honorary citizen of Passau subClassOf honorary citizenship,honorary citizen of Passau subClassOf word,Yes
2798,honorary citizen of Langelsheim subClassOf honorary citizenship,honorary citizen of Langelsheim subClassOf word,Yes
2799,honorary citizen of Zaporizhzhia subClassOf phrase,honorary citizen of Zaporizhzhia subClassOf word,Yes
2800,honorary doctor of the University of Bristol subClassOf honorary doctorate,honorary doctor of the University of Bristol subClassOf word,yes
2801,Honored artist of Uzbekistan subClassOf People's Artist,Honored artist of Uzbekistan subClassOf phrase,Yes
2802,honorary doctor of the University of Antwerp subClassOf phrase,honorary doctor of the University of Antwerp subClassOf word,Yes
2803,Rector of Uskudar University subClassOf chancellor,Rector of Uskudar University subClassOf phrase,yes
2804,{14/5} tetradecagram subClassOf tetradecagram,{14/5} tetradecagram subClassOf convex polygon,Yes
2805,Reigning Emperor subClassOf phrase,Reigning Emperor subClassOf word,Yes
2806,Bishop of Glasgow and Galloway subClassOf bishop,Bishop of Glasgow and Galloway subClassOf phrase,Yes
2807,honorary citizen of Tula subClassOf honorary citizenship,honorary citizen of Tula subClassOf word,Yes
2808,honorary citizen of Bad Feilnbach subClassOf phrase,honorary citizen of Bad Feilnbach subClassOf word,Yes
2809,honorary doctorate from INP Grenoble subClassOf phrase,honorary doctorate from INP Grenoble subClassOf word,No
2810,honorific subClassOf usage,honorific subClassOf meaning,No
2811,honorary citizen of the Volgograd region subClassOf phrase,honorary citizen of the Volgograd region subClassOf word,Yes
2812,honorary doctorate of Paris Nanterre University subClassOf phrase,honorary doctorate of Paris Nanterre University subClassOf word,No
2813,Father of the House subClassOf person,Father of the House subClassOf phrase,Yes
2814,honorary citizen of Bansko subClassOf honorary citizenship,honorary citizen of Bansko subClassOf phrase,No
2815,honorary citizen of Tišnov subClassOf phrase,honorary citizen of Tišnov subClassOf word,Yes
2816,honorary doctor of Veracruzana University subClassOf phrase,honorary doctor of Veracruzana University subClassOf word,Yes
2817,title of honor subClassOf phrase,title of honor subClassOf word,No
2818,Tellurium chloride pentafluoride subClassOf chloride,Tellurium chloride pentafluoride subClassOf fluoride,No
2819,honorary citizen of Balassagyarmat subClassOf phrase,honorary citizen of Balassagyarmat subClassOf word,Yes
2820,honorary citizen of Grodno subClassOf phrase,honorary citizen of Grodno subClassOf word,Yes
2821,Sacred Heart cave subClassOf structure of worship,Sacred Heart cave subClassOf abstract object,Yes
2822,honorary citizen of Szentendre subClassOf phrase,honorary citizen of Szentendre subClassOf word,Yes
2823,honorific suffix subClassOf phrase,honorific suffix subClassOf word,yes
2824,honorary doctorate of the University of Cordoba subClassOf honorary doctorate,honorary doctorate of the University of Cordoba subClassOf phrase,Yes
2825,honorary citizen of Příbram subClassOf honorary citizenship,honorary citizen of Příbram subClassOf word,Yes
2826,Rector of the University of Santiago de Compostela subClassOf rector,Rector of the University of Santiago de Compostela subClassOf phrase,Yes
2827,honorary citizen of Tukums Municipality subClassOf honorary citizenship,honorary citizen of Tukums Municipality subClassOf phrase,Yes
2828,Anglican Bishop of Hereford subClassOf diocesan bishop,Anglican Bishop of Hereford subClassOf phrase,Yes
2829,honorary doctor of the Edinburgh Napier University subClassOf phrase,honorary doctor of the Edinburgh Napier University subClassOf word,No
2830,ethnophaulism subClassOf exonym,ethnophaulism subClassOf meaning,Yes
2831,red star subClassOf five-pointed star,red star subClassOf regular polygon,Yes
2832,honorary citizen of Masty subClassOf honorary citizenship,honorary citizen of Masty subClassOf word,Yes
2833,honorary doctor of Cardinal Stefan Wyszyński University subClassOf phrase,honorary doctor of Cardinal Stefan Wyszyński University subClassOf word,Yes
2834,Indian honorifics subClassOf honorific,Indian honorifics subClassOf phrase,No
2835,Prince-Archbishopric subClassOf Stift,Prince-Archbishopric subClassOf historical country,No
2836,inner joint subClassOf abstract object,inner joint subClassOf concrete object,Yes
2837,honorary doctorate from Brown University subClassOf honorary doctorate,honorary doctorate from Brown University subClassOf word,Yes
2838,honorary citizen of Nieszawa subClassOf phrase,honorary citizen of Nieszawa subClassOf word,Yes
2839,honorary doctorate from the University of Parma subClassOf phrase,honorary doctorate from the University of Parma subClassOf word,Yes
2840,Oceanis 31 subClassOf ship,Oceanis 31 subClassOf boat,No
2841,dodecagram subClassOf irregular polygon,dodecagram subClassOf regular polygon,Yes
2842,Pre-Adamite subClassOf Christianity,Pre-Adamite subClassOf Judaism,Yes
2843,Bamse subClassOf abstract object,Bamse subClassOf concrete object,yes
2844,chromosomal son subClassOf genetic son,chromosomal son subClassOf chromosomal child,No
2845,honorary doctor of the University of Chicago subClassOf phrase,honorary doctor of the University of Chicago subClassOf word,Yes
2846,honorary doctor of Williams College subClassOf honorary doctorate,honorary doctor of Williams College subClassOf phrase,yes
2847,honorary doctor of the Wesleyan University subClassOf honorary doctorate,honorary doctor of the Wesleyan University subClassOf word,Yes
2848,Honorary doctor of the University of Bologna subClassOf honorary doctorate,Honorary doctor of the University of Bologna subClassOf phrase,Yes
2849,honorary citizen of Braniewo subClassOf honorary citizenship,honorary citizen of Braniewo subClassOf phrase,Yes
2850,honorary citizen of Yoshkar-Ola subClassOf phrase,honorary citizen of Yoshkar-Ola subClassOf word,Yes
2851,Honorary Doctor of Stockholm University of Economics subClassOf honorary doctorate,Honorary Doctor of Stockholm University of Economics subClassOf phrase,No
2852,Rector of Marischal College,"Aberdeen subClassOf rector, Rector of Marischal College, Aberdeen subClassOf phrase",No
2853,state in the Confederation of the Rhine subClassOf historical country,state in the Confederation of the Rhine subClassOf state,No
2854,Necktie of the Civil Order of Alfonso X the Wise subClassOf phrase,Necktie of the Civil Order of Alfonso X the Wise subClassOf word,No
2855,honorary doctor of Ibero-American University subClassOf honorary doctorate,honorary doctor of Ibero-American University subClassOf phrase,No
2856,sports title subClassOf title,sports title subClassOf word,No
2857,fourteen-pointed star subClassOf regular star polygon,fourteen-pointed star subClassOf convex polygon,Yes
2858,hexadecagram subClassOf concave polygon,hexadecagram subClassOf convex polygon,Yes
2859,rector of the University of the Basque Country subClassOf rector,rector of the University of the Basque Country subClassOf phrase,Yes
2860,Honorary doctor of the University of Gdańsk subClassOf honorary doctorate,Honorary doctor of the University of Gdańsk subClassOf phrase,Yes
2861,honorary doctorate from Carleton University subClassOf honorary doctorate,honorary doctorate from Carleton University subClassOf word,Yes
2862,honorary doctor of the Nanjing Agricultural University subClassOf phrase,honorary doctor of the Nanjing Agricultural University subClassOf word,Yes
2863,honorary citizen of Yany Kapu subClassOf honorary citizenship,honorary citizen of Yany Kapu subClassOf phrase,Yes
2864,honorary citizen of Nové Město nad Metují subClassOf phrase,honorary citizen of Nové Město nad Metují subClassOf word,No
2865,{7/2} heptagram subClassOf heptagram,{7/2} heptagram subClassOf regular polygon,No
2866,printing dupe subClassOf abstract object,printing dupe subClassOf concrete object,Yes
2867,one-shot subClassOf comic book,one-shot subClassOf concrete object,No
2868,honorary citizen of Postoloprty subClassOf phrase,honorary citizen of Postoloprty subClassOf word,Yes
2869,honorary citizen of Česká Lípa subClassOf honorary citizenship,honorary citizen of Česká Lípa subClassOf word,Yes
2870,barnstar subClassOf regular star polygon,barnstar subClassOf convex polygon,Yes
2871,honorary doctorate of the Autonomous University of Madrid subClassOf honorary doctorate,honorary doctorate of the Autonomous University of Madrid subClassOf phrase,Yes
2872,stone Buddha statue subClassOf Buddharupa,stone Buddha statue subClassOf concrete object,No
2873,Bishop of Grahamstown subClassOf Anglican bishop,Bishop of Grahamstown subClassOf word,No
2874,honorary citizen of Vinci subClassOf honorary citizenship,honorary citizen of Vinci subClassOf phrase,No
2875,sarcasm subClassOf humor,sarcasm subClassOf word or phrase,No
2876,Rectors of the Ukrainian Free University subClassOf rector,Rectors of the Ukrainian Free University subClassOf word,Yes
2877,honorary citizen of Brno subClassOf honorary citizenship,honorary citizen of Brno subClassOf phrase,Yes
2878,honorary citizen of Clausthal-Zellerfeld subClassOf honorary citizenship,honorary citizen of Clausthal-Zellerfeld subClassOf phrase,yes
2879,honorary citizen of Hustopeče subClassOf phrase,honorary citizen of Hustopeče subClassOf word,No
2880,bo subClassOf five ranks of nobles,bo subClassOf phrase,Yes
2881,honorary citizen of Mellrichstadt subClassOf phrase,honorary citizen of Mellrichstadt subClassOf word,Yes
2882,honorary doctorate of the Vrije Universiteit Brussel subClassOf phrase,honorary doctorate of the Vrije Universiteit Brussel subClassOf word,yes
2883,Republic of Tatarstan Merited Communications and Mass Media Worker subClassOf honorary title of the Republic of Tatarstan,Republic of Tatarstan Merited Communications and Mass Media Worker subClassOf word,No
2884,Professor emeritus of Columbia University subClassOf Ehrenprofessur,Professor emeritus of Columbia University subClassOf word,Yes
2885,honorary citizen of Kaposvár subClassOf phrase,honorary citizen of Kaposvár subClassOf word,No
2886,honorary citizen of Zbarazh,"Ukraine subClassOf honorary citizenship, honorary citizen of Zbarazh, Ukraine subClassOf word",No
2887,parenthesis subClassOf phrase,parenthesis subClassOf word,No
2888,honorary doctorate from University of Orléans subClassOf honorary doctorate,honorary doctorate from University of Orléans subClassOf word,Yes
2889,anglican archbishop subClassOf Anglican priest,anglican archbishop subClassOf word,yes
2890,honorary doctorate of Loyola Andalcia University subClassOf honorary doctorate,honorary doctorate of Loyola Andalcia University subClassOf phrase,Yes
2891,Medal of the Order of Public Instruction subClassOf phrase,Medal of the Order of Public Instruction subClassOf word,No
2892,honorary citizen of Zviahel subClassOf honorary citizenship,honorary citizen of Zviahel subClassOf word,Yes
2893,Honored Power Engineer of the USSR subClassOf breast badge,Honored Power Engineer of the USSR subClassOf phrase,No
2894,honorary doctor of the University Lille-III subClassOf honorary doctorate,honorary doctor of the University Lille-III subClassOf phrase,Yes
2895,honorary doctor of the Open University of Catalonia subClassOf honorary doctorate,honorary doctor of the Open University of Catalonia subClassOf word,yes
2896,honorary doctor of the University of Sherbrooke subClassOf honorary doctorate,honorary doctor of the University of Sherbrooke subClassOf word,yes
2897,honorary doctorate from UTC subClassOf phrase,honorary doctorate from UTC subClassOf word,No
2898,honorary doctor of the Sorbonne Nouvelle University subClassOf phrase,honorary doctor of the Sorbonne Nouvelle University subClassOf word,Yes
2899,FIDE title subClassOf chess title,FIDE title subClassOf word,Yes
2900,counterfeit coin subClassOf coin,counterfeit coin subClassOf abstract object,Yes
2901,honorary doctor of the University of Namur subClassOf phrase,honorary doctor of the University of Namur subClassOf word,No
2902,honorary citizen of Vinci subClassOf phrase,honorary citizen of Vinci subClassOf word,Yes
2903,honorary doctor of the Protestant Faculty of Theology in Paris subClassOf honorary doctorate,honorary doctor of the Protestant Faculty of Theology in Paris subClassOf phrase,Yes
2904,President of Creighton University subClassOf rector,President of Creighton University subClassOf phrase,No
2905,Bishop of Sherborne subClassOf diocesan bishop,Bishop of Sherborne subClassOf phrase,Yes
2906,honorary doctor of the Aristotle University of Thessaloniki subClassOf honorary doctorate,honorary doctor of the Aristotle University of Thessaloniki subClassOf phrase,No
2907,honorary citizen of Palermo subClassOf phrase,honorary citizen of Palermo subClassOf word,No
2908,silver medal of the order subClassOf phrase,silver medal of the order subClassOf word,Yes
2909,religious name suffix subClassOf honorific,religious name suffix subClassOf word,No
2910,Grand Companion of the Order of Logohu subClassOf companion,Grand Companion of the Order of Logohu subClassOf word,yes
2911,Imperial and  noble rank of the Qing dynasty subClassOf phrase,Imperial and  noble rank of the Qing dynasty subClassOf word,Yes
2912,L-threonine zwitterion subClassOf anion,L-threonine zwitterion subClassOf cation,Yes
2913,honorary citizen of Opočno subClassOf phrase,honorary citizen of Opočno subClassOf word,Yes
2914,honorary doctor of the University of Basilicata subClassOf phrase,honorary doctor of the University of Basilicata subClassOf word,Yes
2915,Sch.P. subClassOf name suffix,Sch.P. subClassOf phrase,No
2916,enneadecagram subClassOf irregular polygon,enneadecagram subClassOf regular polygon,Yes
2917,tetradecagram subClassOf regular star polygon,tetradecagram subClassOf concave polygon,No
2918,S.J. subClassOf phrase,S.J. subClassOf word,No
2919,honorary doctorate of Ramon Llull University subClassOf phrase,honorary doctorate of Ramon Llull University subClassOf word,Yes
2920,lesser nobility subClassOf phrase,lesser nobility subClassOf word,Yes
2921,Anglican Bishop in Jerusalem subClassOf phrase,Anglican Bishop in Jerusalem subClassOf word,yes
2922,President of University of València subClassOf phrase,President of University of València subClassOf word,Yes
2923,honorary citizen of Arkhangelsk subClassOf honorary citizenship,honorary citizen of Arkhangelsk subClassOf phrase,No
2924,Rector of the University of Barcelona subClassOf phrase,Rector of the University of Barcelona subClassOf word,yes
2925,honorary citizen of Taoyuan City subClassOf phrase,honorary citizen of Taoyuan City subClassOf word,Yes
2926,Anglican Archbishop of York subClassOf archbishop,Anglican Archbishop of York subClassOf phrase,Yes
2927,honorary citizen of Australia subClassOf honorary citizenship,honorary citizen of Australia subClassOf phrase,yes
2928,Emperor of Mexico subClassOf emperor,Emperor of Mexico subClassOf word,yes
2929,honorary doctor of the Shanghai Theatre Academy subClassOf honorary doctorate,honorary doctor of the Shanghai Theatre Academy subClassOf phrase,Yes
2930,honorary citizen of Pohořelice subClassOf honorary citizenship,honorary citizen of Pohořelice subClassOf word,Yes
2931,Primate of Australia subClassOf phrase,Primate of Australia subClassOf word,Yes
2932,honorary citizen of Makó subClassOf phrase,honorary citizen of Makó subClassOf word,Yes
2933,honorary doctor of Williams College subClassOf phrase,honorary doctor of Williams College subClassOf word,Yes
2934,honorary doctor of the Howard University subClassOf honorary doctorate,honorary doctor of the Howard University subClassOf word,Yes
2935,Monopoly €20 bill subClassOf abstract object,Monopoly €20 bill subClassOf concrete object,Yes
2936,Rector of King's College. Aberdeen subClassOf rector,Rector of King's College. Aberdeen subClassOf phrase,Yes
2937,honorary doctor of the University of Kassel subClassOf honorary doctorate,honorary doctor of the University of Kassel subClassOf word,yes
2938,honorary citizen of Magnitogorsk subClassOf phrase,honorary citizen of Magnitogorsk subClassOf word,Yes
2939,honorary citizen of Pärnu subClassOf phrase,honorary citizen of Pärnu subClassOf word,No
2940,Rector of the Pontifical Urbaniana University subClassOf phrase,Rector of the Pontifical Urbaniana University subClassOf word,No
2941,honorary doctor of the Federal University of Rio de Janeiro subClassOf phrase,honorary doctor of the Federal University of Rio de Janeiro subClassOf word,Yes
2942,honorary doctor of the China University of Political Science and Law subClassOf honorary doctorate,honorary doctor of the China University of Political Science and Law subClassOf word,yes
2943,honorary doctorate at École Normale Supérieure de Lyon subClassOf honorary doctorate,honorary doctorate at École Normale Supérieure de Lyon subClassOf phrase,No
2944,Honorary citizen of Vitebsk subClassOf honorary citizenship,Honorary citizen of Vitebsk subClassOf phrase,No
2945,Buddhist statue in Kōfuku-ji subClassOf abstract object,Buddhist statue in Kōfuku-ji subClassOf concrete object,Yes
2946,honorary citizen of Policoro subClassOf honorary citizenship,honorary citizen of Policoro subClassOf phrase,Yes
2947,honorary citizen of Bucharest subClassOf honorary citizenship,honorary citizen of Bucharest subClassOf phrase,Yes
2948,historical episcopal title subClassOf phrase,historical episcopal title subClassOf word,Yes
2949,honorar citizen of Trondheim subClassOf honorary citizenship,honorar citizen of Trondheim subClassOf phrase,Yes
2950,honorary citizen of Chelyabinsk Oblast subClassOf phrase,honorary citizen of Chelyabinsk Oblast subClassOf word,Yes
2951,Great Leader subClassOf phrase,Great Leader subClassOf word,No
2952,President of Tianjin University subClassOf rector,President of Tianjin University subClassOf word,Yes
2953,honorary citizen of Ashdod subClassOf honorary citizenship,honorary citizen of Ashdod subClassOf word,Yes
2954,individual copy of an audio work subClassOf abstract object,individual copy of an audio work subClassOf concrete object,Yes
2955,honorary doctor of the University of Auckland subClassOf honorary doctorate,honorary doctor of the University of Auckland subClassOf phrase,No
2956,CBE subClassOf phrase,CBE subClassOf word,No
2957,honorary citizen of Lyelchytsy District subClassOf honorary citizenship,honorary citizen of Lyelchytsy District subClassOf word,Yes
2958,transgender heterosexual woman subClassOf trans woman,transgender heterosexual woman subClassOf LGBTQ person,No
2959,Honorary citizen of Perm subClassOf phrase,Honorary citizen of Perm subClassOf word,yes
2960,Ratchathinnanam subClassOf phrase,Ratchathinnanam subClassOf word,Yes
2961,Silver Medal of the Royal Order of the Lion subClassOf phrase,Silver Medal of the Royal Order of the Lion subClassOf word,No
2962,honorary citizen of Bar subClassOf phrase,honorary citizen of Bar subClassOf word,No
2963,honorary doctor of the Catholic University of Eichstätt-Ingolstadt subClassOf honorary doctorate,honorary doctor of the Catholic University of Eichstätt-Ingolstadt subClassOf word,Yes
2964,honorary citizen of Volgograd subClassOf honorary citizenship,honorary citizen of Volgograd subClassOf phrase,No
2965,honorary doctorate of the University of Cantabria subClassOf honorary doctorate,honorary doctorate of the University of Cantabria subClassOf word,Yes
2966,Bishop of Carlisle subClassOf diocesan bishop,Bishop of Carlisle subClassOf word,Yes
2967,Lady Fengsheng subClassOf non-biological mother,Lady Fengsheng subClassOf biological mother,Yes
2968,honorary citizen of Zlatoust subClassOf honorary citizenship,honorary citizen of Zlatoust subClassOf word,Yes
2969,President of Fairfield University subClassOf phrase,President of Fairfield University subClassOf word,Yes
2970,Dek Cha subClassOf phrase,Dek Cha subClassOf word,No
2971,honorary doctor of University of Humanistic Studies subClassOf phrase,honorary doctor of University of Humanistic Studies subClassOf word,Yes
2972,King of Castile (Iure uxoris) subClassOf consort,King of Castile (Iure uxoris) subClassOf wife,Yes
2973,honorary citizen of Vienna subClassOf phrase,honorary citizen of Vienna subClassOf word,Yes
2974,honorary doctor of the State University of New York at Stony Brook subClassOf honorary doctorate,honorary doctor of the State University of New York at Stony Brook subClassOf phrase,no
2975,People's Artist of the Republic of North Ossetia-Alania subClassOf phrase,People's Artist of the Republic of North Ossetia-Alania subClassOf word,No
